id,Churn
594559,0.267610587
594560,0.006841184
594561,0.007245553
594562,0.171925935
594563,0.262193227
594564,0.01570178
594565,0.439073557
594566,0.304940142
594567,0.886236816
594568,0.351604062
594569,0.006801094
594570,0.259772152
594571,0.00489589
594572,0.012690835
594573,0.005753636
594574,0.012792994
594575,0.010356764
594576,0.387838807
594577,0.046767711
594578,0.02802196
594579,0.689873619
594580,0.006180762
594581,0.492042764
594582,0.164753709
594583,0.363487091
594584,0.318543307
594585,0.011005304
594586,0.891558704
594587,0.472966556
594588,0.020932226
594589,0.888971501
594590,0.256109879
594591,0.906480084
594592,0.919217997
594593,0.747625032
594594,0.007168965
594595,0.090717183
594596,0.008420358
594597,0.005273042
594598,0.003691086
594599,0.094467144
594600,0.467512252
594601,0.003824369
594602,0.696375404
594603,0.241603645
594604,0.702665391
594605,0.007293919
594606,0.215997371
594607,0.381355541
594608,0.043974791
594609,0.889968378
594610,0.556188376
594611,0.81183268
594612,0.040878145
594613,0.020971397
594614,0.025741808
594615,0.172812455
594616,0.017905871
594617,0.595160758
594618,0.003571475
594619,0.048416228
594620,0.027920314
594621,0.279650385
594622,0.049430253
594623,0.004186893
594624,0.012738599
594625,0.209854627
594626,0.370079799
594627,0.034162053
594628,0.009211447
594629,0.043136895
594630,0.020502161
594631,0.024164958
594632,0.731193631
594633,0.060536218
594634,0.004224134
594635,0.030836254
594636,0.003975587
594637,0.513923206
594638,0.799745306
594639,0.005858074
594640,0.014542682
594641,0.601984989
594642,0.020627266
594643,0.16981778
594644,0.088255424
594645,0.754594656
594646,0.009930687
594647,0.193903556
594648,0.853717946
594649,0.844263302
594650,0.212236835
594651,0.878982547
594652,0.033540161
594653,0.005461272
594654,0.673317649
594655,0.625982381
594656,0.00559231
594657,0.008456925
594658,0.005186775
594659,0.060290582
594660,0.14410383
594661,0.497740658
594662,0.008794404
594663,0.926562797
594664,0.064778984
594665,0.633923898
594666,0.813489785
594667,0.028301295
594668,0.010026252
594669,0.020258001
594670,0.31632675
594671,0.836144877
594672,0.051310876
594673,0.357500592
594674,0.863007189
594675,0.517092632
594676,0.005561418
594677,0.008949204
594678,0.056370028
594679,0.057925383
594680,0.057547676
594681,0.005098801
594682,0.393913659
594683,0.013419431
594684,0.695607129
594685,0.289853631
594686,0.581195693
594687,0.004525672
594688,0.01982575
594689,0.215809708
594690,0.059450816
594691,0.016372156
594692,0.043667726
594693,0.279952055
594694,0.00844856
594695,0.004880777
594696,0.86482095
594697,0.754229927
594698,0.116341889
594699,0.070789906
594700,0.01390943
594701,0.529933393
594702,0.004390402
594703,0.229674619
594704,0.173865467
594705,0.134263514
594706,0.035069519
594707,0.311257818
594708,0.857091357
594709,0.05389261
594710,0.004386363
594711,0.013846789
594712,0.507493707
594713,0.950353284
594714,0.196222496
594715,0.018902004
594716,0.037415802
594717,0.008827779
594718,0.013443895
594719,0.006521694
594720,0.02114838
594721,0.006010024
594722,0.012665748
594723,0.383981907
594724,0.010144809
594725,0.790425264
594726,0.09475315
594727,0.004545241
594728,0.956541392
594729,0.003902536
594730,0.905823271
594731,0.168991918
594732,0.010116475
594733,0.01323816
594734,0.003860766
594735,0.612768294
594736,0.003451081
594737,0.602420059
594738,0.224882264
594739,0.020038508
594740,0.511379451
594741,0.18508633
594742,0.682036464
594743,0.407964632
594744,0.087645045
594745,0.003846961
594746,0.528839764
594747,0.70032759
594748,0.081013858
594749,0.173474046
594750,0.036151288
594751,0.695025179
594752,0.118712943
594753,0.003632432
594754,0.358084538
594755,0.67048271
594756,0.232912597
594757,0.005699213
594758,0.008341957
594759,0.499373583
594760,0.352579298
594761,0.696489637
594762,0.017709818
594763,0.022304253
594764,0.119444888
594765,0.015309113
594766,0.38045614
594767,0.18822729
594768,0.440749562
594769,0.02423114
594770,0.003706803
594771,0.004584425
594772,0.051069485
594773,0.281975422
594774,0.727461566
594775,0.010195381
594776,0.550160742
594777,0.333502699
594778,0.061437725
594779,0.735015054
594780,0.095449677
594781,0.00561318
594782,0.007196422
594783,0.00492851
594784,0.005691333
594785,0.930720161
594786,0.502766189
594787,0.17915295
594788,0.103839969
594789,0.372743731
594790,0.019246161
594791,0.007581799
594792,0.088041128
594793,0.15790175
594794,0.012026741
594795,0.168371444
594796,0.006468514
594797,0.041655219
594798,0.701528115
594799,0.004300661
594800,0.020169338
594801,0.301497098
594802,0.008178217
594803,0.395510997
594804,0.087343333
594805,0.699849524
594806,0.405213192
594807,0.557945152
594808,0.166035631
594809,0.549273861
594810,0.005601938
594811,0.189298673
594812,0.016137652
594813,0.06692861
594814,0.01205084
594815,0.028663771
594816,0.016153011
594817,0.20343405
594818,0.592551243
594819,0.004491157
594820,0.128771086
594821,0.046043842
594822,0.009115054
594823,0.010020181
594824,0.179443176
594825,0.036740912
594826,0.057893352
594827,0.004759734
594828,0.01191977
594829,0.008968868
594830,0.008794422
594831,0.12691573
594832,0.520961115
594833,0.467435485
594834,0.60553148
594835,0.004423198
594836,0.004801469
594837,0.010172616
594838,0.009603435
594839,0.938294569
594840,0.678579319
594841,0.271646318
594842,0.161987739
594843,0.051886351
594844,0.697867763
594845,0.021593241
594846,0.734575451
594847,0.34074502
594848,0.003914901
594849,0.247158817
594850,0.13062903
594851,0.340647484
594852,0.709608939
594853,0.008660266
594854,0.85601325
594855,0.085707825
594856,0.84600545
594857,0.144058819
594858,0.004370991
594859,0.068373167
594860,0.004730773
594861,0.682396364
594862,0.051332119
594863,0.020882183
594864,0.009799684
594865,0.201299442
594866,0.209208202
594867,0.10878357
594868,0.880684056
594869,0.015427293
594870,0.185200978
594871,0.097246858
594872,0.006239528
594873,0.006599925
594874,0.792449399
594875,0.80835582
594876,0.042164016
594877,0.780263918
594878,0.568279609
594879,0.005467032
594880,0.841035574
594881,0.226101414
594882,0.747116899
594883,0.00384929
594884,0.636429434
594885,0.920585961
594886,0.133630098
594887,0.004750539
594888,0.121162659
594889,0.011487521
594890,0.291300914
594891,0.006716044
594892,0.553980002
594893,0.283147739
594894,0.033009443
594895,0.559858072
594896,0.008899664
594897,0.593342441
594898,0.662470363
594899,0.160867004
594900,0.124279208
594901,0.825429807
594902,0.019137868
594903,0.333809646
594904,0.083672858
594905,0.00775208
594906,0.88421709
594907,0.030156632
594908,0.008283575
594909,0.006062008
594910,0.540371736
594911,0.039225223
594912,0.881646537
594913,0.739870245
594914,0.007749471
594915,0.006839818
594916,0.022152103
594917,0.396975069
594918,0.204433697
594919,0.029264936
594920,0.960025459
594921,0.007881083
594922,0.322353075
594923,0.054047892
594924,0.679378916
594925,0.004308993
594926,0.235115978
594927,0.00684395
594928,0.008879242
594929,0.004137545
594930,0.011416413
594931,0.816764848
594932,0.197668418
594933,0.053728869
594934,0.298335357
594935,0.004734454
594936,0.391452192
594937,0.686142644
594938,0.440751152
594939,0.295590948
594940,0.083996105
594941,0.201548367
594942,0.315175352
594943,0.28750454
594944,0.131147663
594945,0.282795658
594946,0.010362973
594947,0.157267115
594948,0.007515274
594949,0.624742644
594950,0.306656777
594951,0.004092643
594952,0.009210291
594953,0.20386709
594954,0.03395485
594955,0.005706651
594956,0.017477142
594957,0.398946301
594958,0.085567597
594959,0.720172545
594960,0.005369725
594961,0.008710434
594962,0.029397502
594963,0.796492058
594964,0.042998297
594965,0.114838738
594966,0.631315007
594967,0.008619277
594968,0.115514286
594969,0.214451396
594970,0.424821606
594971,0.892589377
594972,0.018518396
594973,0.005359743
594974,0.009483309
594975,0.102484692
594976,0.011062674
594977,0.008519088
594978,0.864514598
594979,0.277889404
594980,0.078143652
594981,0.313448714
594982,0.011685023
594983,0.007293744
594984,0.769536036
594985,0.841884388
594986,0.20706191
594987,0.650155227
594988,0.012268663
594989,0.218436686
594990,0.633912119
594991,0.10580712
594992,0.15889949
594993,0.057280923
594994,0.006891538
594995,0.651528285
594996,0.046687941
594997,0.019981314
594998,0.667709584
594999,0.004459055
595000,0.834138783
595001,0.147800806
595002,0.042433275
595003,0.731068183
595004,0.787158652
595005,0.048204063
595006,0.862025483
595007,0.849642518
595008,0.158881969
595009,0.460353641
595010,0.58760198
595011,0.835379205
595012,0.01381302
595013,0.748415533
595014,0.03247528
595015,0.076984568
595016,0.004442144
595017,0.039352486
595018,0.010059476
595019,0.734580561
595020,0.073147854
595021,0.007488617
595022,0.448642992
595023,0.03119591
595024,0.007415637
595025,0.854217065
595026,0.57317671
595027,0.030013351
595028,0.220035368
595029,0.802205824
595030,0.667070651
595031,0.065088541
595032,0.008513915
595033,0.02522362
595034,0.006630378
595035,0.845970881
595036,0.475836554
595037,0.72026346
595038,0.201486159
595039,0.854669044
595040,0.840852362
595041,0.907710211
595042,0.910329724
595043,0.009075282
595044,0.018182982
595045,0.666425048
595046,0.019264239
595047,0.782745254
595048,0.663268792
595049,0.410312392
595050,0.060136195
595051,0.517817109
595052,0.034374525
595053,0.005818495
595054,0.157496753
595055,0.516447814
595056,0.516665308
595057,0.023298491
595058,0.502492427
595059,0.005907098
595060,0.026979457
595061,0.397626537
595062,0.325317532
595063,0.872642384
595064,0.717370317
595065,0.465454156
595066,0.23312183
595067,0.003688273
595068,0.639249289
595069,0.507456892
595070,0.766468949
595071,0.003323684
595072,0.019201648
595073,0.337153303
595074,0.192621893
595075,0.062997338
595076,0.021248577
595077,0.557934282
595078,0.007218897
595079,0.031600397
595080,0.014983173
595081,0.661156509
595082,0.109566014
595083,0.487011346
595084,0.467507227
595085,0.449511142
595086,0.095455158
595087,0.041137235
595088,0.004538703
595089,0.529842294
595090,0.697262345
595091,0.00453672
595092,0.421249882
595093,0.053450696
595094,0.769808848
595095,0.01209696
595096,0.053492353
595097,0.028235822
595098,0.194393759
595099,0.761400064
595100,0.805030682
595101,0.235565727
595102,0.492656737
595103,0.305829014
595104,0.579367894
595105,0.032511297
595106,0.053022509
595107,0.005563097
595108,0.028502852
595109,0.122763833
595110,0.657954706
595111,0.008505848
595112,0.807899509
595113,0.397455563
595114,0.047456188
595115,0.806656154
595116,0.143014683
595117,0.006808082
595118,0.502396584
595119,0.072330737
595120,0.037169518
595121,0.005341184
595122,0.070735139
595123,0.530483534
595124,0.341766111
595125,0.00532913
595126,0.009697432
595127,0.008095883
595128,0.73309502
595129,0.702365926
595130,0.627448653
595131,0.007299771
595132,0.790442892
595133,0.005052389
595134,0.022206252
595135,0.00475798
595136,0.674693201
595137,0.010897798
595138,0.876145923
595139,0.547954478
595140,0.653211814
595141,0.588493024
595142,0.006345637
595143,0.040132908
595144,0.011029305
595145,0.220947666
595146,0.025835539
595147,0.147011397
595148,0.476352749
595149,0.014099096
595150,0.035349847
595151,0.405076163
595152,0.82469692
595153,0.004011669
595154,0.570673929
595155,0.004098071
595156,0.763542527
595157,0.211539822
595158,0.622822453
595159,0.305204437
595160,0.043762562
595161,0.716430429
595162,0.392670728
595163,0.205398989
595164,0.034316335
595165,0.035392367
595166,0.005580814
595167,0.32551217
595168,0.396043912
595169,0.029348776
595170,0.650936634
595171,0.009550296
595172,0.768443428
595173,0.005350451
595174,0.024613852
595175,0.843989463
595176,0.10941418
595177,0.923399602
595178,0.880350571
595179,0.106989512
595180,0.06162937
595181,0.561263081
595182,0.268241696
595183,0.113945006
595184,0.005529307
595185,0.337354198
595186,0.399868518
595187,0.006192616
595188,0.009429026
595189,0.643082468
595190,0.395009452
595191,0.693886002
595192,0.187609271
595193,0.245608901
595194,0.692436791
595195,0.009020087
595196,0.429546529
595197,0.228179199
595198,0.669339295
595199,0.008900478
595200,0.031651324
595201,0.322735889
595202,0.003593117
595203,0.00991033
595204,0.649833864
595205,0.060231601
595206,0.256415677
595207,0.24306515
595208,0.06902667
595209,0.265972961
595210,0.008933952
595211,0.141601871
595212,0.015066941
595213,0.018656891
595214,0.945931693
595215,0.938325604
595216,0.103525425
595217,0.223973462
595218,0.006174938
595219,0.009368633
595220,0.154608106
595221,0.100149587
595222,0.012793564
595223,0.026699194
595224,0.721030545
595225,0.578442019
595226,0.004043309
595227,0.005570245
595228,0.018891098
595229,0.19150331
595230,0.037253118
595231,0.023181651
595232,0.004894742
595233,0.015000728
595234,0.004188512
595235,0.009576352
595236,0.007149055
595237,0.020510902
595238,0.220981601
595239,0.227917212
595240,0.006944709
595241,0.236398116
595242,0.959292745
595243,0.853625823
595244,0.51965791
595245,0.512969492
595246,0.020967085
595247,0.817414857
595248,0.900656082
595249,0.011860574
595250,0.03295037
595251,0.064636766
595252,0.163511984
595253,0.175265715
595254,0.115191515
595255,0.08006283
595256,0.825571148
595257,0.016435315
595258,0.004067345
595259,0.787149939
595260,0.004407313
595261,0.009085978
595262,0.490503307
595263,0.00930904
595264,0.02378774
595265,0.038228714
595266,0.018998772
595267,0.026089706
595268,0.537908389
595269,0.009683932
595270,0.003568712
595271,0.113270023
595272,0.301222824
595273,0.016235822
595274,0.225942165
595275,0.052444632
595276,0.316033882
595277,0.008650674
595278,0.757101201
595279,0.514622823
595280,0.420265178
595281,0.199854967
595282,0.528197568
595283,0.833659708
595284,0.00629328
595285,0.011183213
595286,0.036214958
595287,0.444228711
595288,0.008681636
595289,0.004131025
595290,0.397877959
595291,0.517244353
595292,0.785514279
595293,0.710995599
595294,0.004839707
595295,0.004314113
595296,0.518668859
595297,0.511797643
595298,0.008806391
595299,0.015032385
595300,0.01562414
595301,0.052576721
595302,0.092242149
595303,0.031394763
595304,0.312547019
595305,0.008301811
595306,0.007764837
595307,0.751497525
595308,0.004982051
595309,0.04328895
595310,0.008965985
595311,0.286276414
595312,0.04083495
595313,0.00614997
595314,0.005098953
595315,0.004315373
595316,0.317660893
595317,0.004322532
595318,0.614069627
595319,0.012884512
595320,0.088045912
595321,0.012703081
595322,0.027219278
595323,0.105794114
595324,0.005346031
595325,0.886247667
595326,0.018017095
595327,0.756518492
595328,0.916341602
595329,0.037169692
595330,0.009055508
595331,0.234923738
595332,0.541660425
595333,0.2369043
595334,0.621164728
595335,0.005990533
595336,0.027826651
595337,0.024314932
595338,0.016986453
595339,0.006981708
595340,0.00357283
595341,0.433039225
595342,0.091637281
595343,0.003642616
595344,0.056300107
595345,0.874716985
595346,0.017190218
595347,0.787172785
595348,0.141915639
595349,0.021497744
595350,0.464202228
595351,0.78794122
595352,0.901285676
595353,0.02634566
595354,0.123338704
595355,0.051898733
595356,0.068052303
595357,0.663471431
595358,0.093564469
595359,0.198429012
595360,0.350725069
595361,0.008739014
595362,0.735278355
595363,0.738514119
595364,0.006757341
595365,0.532842833
595366,0.050871194
595367,0.005947684
595368,0.02176991
595369,0.005489925
595370,0.015887634
595371,0.656837859
595372,0.329679508
595373,0.010596934
595374,0.005353121
595375,0.078341747
595376,0.011272607
595377,0.175357966
595378,0.008274625
595379,0.937389482
595380,0.55743299
595381,0.009308988
595382,0.109370756
595383,0.325002365
595384,0.090378632
595385,0.038554307
595386,0.006012257
595387,0.76658073
595388,0.72724062
595389,0.307777695
595390,0.164489073
595391,0.42380641
595392,0.006626813
595393,0.013645579
595394,0.007298037
595395,0.00641342
595396,0.014403763
595397,0.008550204
595398,0.636317777
595399,0.006897139
595400,0.080348388
595401,0.034054936
595402,0.757216774
595403,0.020427816
595404,0.035998354
595405,0.176435063
595406,0.875185724
595407,0.053977793
595408,0.026649015
595409,0.935639113
595410,0.004423702
595411,0.031295865
595412,0.004521646
595413,0.116633951
595414,0.018656446
595415,0.005535951
595416,0.056148499
595417,0.171269598
595418,0.591938515
595419,0.834141089
595420,0.029169753
595421,0.010985512
595422,0.085486287
595423,0.01986096
595424,0.48063375
595425,0.075494602
595426,0.011501484
595427,0.693937218
595428,0.140521885
595429,0.55843466
595430,0.56632937
595431,0.352264561
595432,0.125467462
595433,0.088141827
595434,0.340537083
595435,0.340453955
595436,0.135752775
595437,0.004669851
595438,0.008072807
595439,0.005218234
595440,0.043999585
595441,0.101023225
595442,0.053760233
595443,0.068029933
595444,0.580451456
595445,0.277855343
595446,0.007254222
595447,0.088213957
595448,0.026756208
595449,0.043673894
595450,0.877108565
595451,0.25639427
595452,0.780664515
595453,0.906864721
595454,0.801545178
595455,0.004817291
595456,0.02513322
595457,0.008798093
595458,0.51068656
595459,0.452569755
595460,0.00497826
595461,0.120148313
595462,0.003563566
595463,0.032754047
595464,0.75906698
595465,0.10262126
595466,0.005210007
595467,0.547176365
595468,0.004301985
595469,0.004742962
595470,0.007943513
595471,0.856250007
595472,0.152566333
595473,0.033781028
595474,0.072884662
595475,0.314027302
595476,0.191479541
595477,0.005132797
595478,0.029738313
595479,0.386532295
595480,0.154020654
595481,0.875891978
595482,0.041118775
595483,0.059091283
595484,0.009992299
595485,0.718762295
595486,0.003924312
595487,0.064525498
595488,0.003716679
595489,0.71162607
595490,0.509038696
595491,0.019495272
595492,0.006081869
595493,0.037805601
595494,0.028371654
595495,0.007488747
595496,0.158527471
595497,0.126313775
595498,0.826276043
595499,0.053975017
595500,0.008640358
595501,0.789008423
595502,0.427505368
595503,0.298665972
595504,0.040209934
595505,0.005249342
595506,0.027241181
595507,0.200082062
595508,0.796207905
595509,0.007480015
595510,0.557986806
595511,0.230235844
595512,0.060417227
595513,0.280556791
595514,0.004337537
595515,0.720232956
595516,0.003534669
595517,0.208658789
595518,0.048338574
595519,0.01003935
595520,0.011372697
595521,0.928609756
595522,0.211974706
595523,0.60645815
595524,0.339482476
595525,0.730215246
595526,0.047370242
595527,0.016266686
595528,0.701362965
595529,0.00584198
595530,0.238069523
595531,0.004648613
595532,0.710103811
595533,0.498374415
595534,0.022969118
595535,0.051552918
595536,0.772905837
595537,0.654179727
595538,0.484322134
595539,0.63856655
595540,0.085804565
595541,0.033762124
595542,0.756113887
595543,0.004436615
595544,0.333338607
595545,0.186756133
595546,0.0059062
595547,0.003957423
595548,0.030433895
595549,0.744450337
595550,0.337364958
595551,0.040397712
595552,0.009267726
595553,0.044396096
595554,0.006318732
595555,0.580081308
595556,0.038821052
595557,0.754947307
595558,0.664309212
595559,0.481253248
595560,0.576757881
595561,0.139310742
595562,0.634559961
595563,0.01208046
595564,0.011130152
595565,0.255897749
595566,0.005264796
595567,0.019497933
595568,0.605828099
595569,0.064829179
595570,0.00773459
595571,0.063985858
595572,0.025236503
595573,0.945376595
595574,0.033188772
595575,0.059603447
595576,0.007656614
595577,0.523926523
595578,0.914139663
595579,0.891497104
595580,0.174091608
595581,0.91641645
595582,0.535268569
595583,0.741366522
595584,0.026411346
595585,0.041062874
595586,0.825499532
595587,0.033420542
595588,0.016068196
595589,0.05004106
595590,0.004869585
595591,0.012389999
595592,0.008629646
595593,0.508286908
595594,0.054150323
595595,0.299176688
595596,0.314840787
595597,0.616627676
595598,0.19580445
595599,0.534614676
595600,0.771384297
595601,0.374590624
595602,0.242914002
595603,0.042531461
595604,0.616980883
595605,0.091398547
595606,0.084965882
595607,0.085112393
595608,0.851598469
595609,0.009833047
595610,0.081734686
595611,0.021757205
595612,0.032014135
595613,0.067283874
595614,0.046399649
595615,0.079991868
595616,0.284030435
595617,0.012781155
595618,0.023598131
595619,0.022639857
595620,0.408540874
595621,0.006307585
595622,0.041670782
595623,0.94904337
595624,0.805520896
595625,0.092358135
595626,0.038724106
595627,0.0732973
595628,0.635563762
595629,0.006286984
595630,0.090447013
595631,0.784607378
595632,0.005513315
595633,0.010009354
595634,0.805891725
595635,0.013124741
595636,0.370403699
595637,0.044776777
595638,0.026511978
595639,0.133820794
595640,0.630120419
595641,0.505133724
595642,0.0041999
595643,0.011061227
595644,0.008749081
595645,0.779703071
595646,0.409586184
595647,0.017780793
595648,0.354142396
595649,0.004422523
595650,0.717181869
595651,0.026034255
595652,0.319200879
595653,0.135009364
595654,0.330153148
595655,0.004102415
595656,0.015791869
595657,0.003627144
595658,0.021024423
595659,0.011385383
595660,0.036393572
595661,0.083999437
595662,0.058332285
595663,0.014147931
595664,0.909817845
595665,0.213775156
595666,0.694203174
595667,0.050892145
595668,0.083842728
595669,0.005374619
595670,0.270586377
595671,0.727825355
595672,0.682728404
595673,0.720398186
595674,0.571705442
595675,0.004154162
595676,0.015973049
595677,0.817267669
595678,0.25661667
595679,0.081514491
595680,0.134088593
595681,0.706374103
595682,0.05891651
595683,0.003475813
595684,0.708380555
595685,0.306611378
595686,0.004874443
595687,0.280968061
595688,0.52637727
595689,0.007789306
595690,0.221788695
595691,0.014263316
595692,0.552956128
595693,0.744067838
595694,0.013838066
595695,0.040835304
595696,0.116082471
595697,0.294737372
595698,0.004371024
595699,0.83543052
595700,0.293231193
595701,0.945249674
595702,0.209019068
595703,0.027591708
595704,0.446876243
595705,0.744491247
595706,0.004494062
595707,0.008019232
595708,0.004512347
595709,0.121366384
595710,0.003894155
595711,0.540090077
595712,0.029182084
595713,0.815003038
595714,0.009045216
595715,0.024795452
595716,0.005787419
595717,0.773677835
595718,0.167109095
595719,0.022475919
595720,0.008779343
595721,0.895120566
595722,0.010687444
595723,0.00452679
595724,0.836624033
595725,0.00642197
595726,0.674115143
595727,0.057580917
595728,0.010801883
595729,0.506845607
595730,0.030945429
595731,0.027489244
595732,0.112219146
595733,0.00885307
595734,0.904895655
595735,0.573387735
595736,0.030016599
595737,0.006986897
595738,0.011213558
595739,0.624447461
595740,0.004779966
595741,0.004553964
595742,0.663212428
595743,0.145189681
595744,0.017929769
595745,0.639713203
595746,0.010039971
595747,0.055996108
